timestamp_utc,plan_id,symbol,strategy,entry_debit,entry_mid,current_mark,peak_mark,unrealized_pnl,unrealized_pnl_pct,signal,closed,dte
2026-04-06T18:43:57Z,SPY_20260406_1835,SPY,,2811.0,2783.0,2783.0,2783.0,-28.0,-1.0,hold,0,32.094
2026-04-06T18:44:22Z,QQQ_20260406_1835,QQQ,,2929.0,2900.0,2900.0,2900.0,-29.0,-0.99,hold,0,32.094
2026-04-06T18:44:35Z,NVDA_20260406_1834,NVDA,,1070.0,1060.0,1075.0,1075.0,5.0,0.47,hold,0,25.094
2026-04-06T18:44:44Z,AAPL_20260406_1833,AAPL,,1611.0,1595.0,1615.0,1615.0,4.0,0.25,hold,0,32.094
2026-04-06T18:46:03Z,TSLA_20260406_1842,TSLA,,3626.0,3590.0,3550.0,3550.0,-76.0,-2.1,hold,0,25.093
2026-04-06T18:46:27Z,MSFT_20260406_1841,MSFT,,2694.0,2668.0,2668.0,2668.0,-26.0,-0.97,hold,0,25.093
2026-04-06T18:46:46Z,GOOGL_20260406_1841,GOOGL,,2217.0,2195.0,2125.0,2125.0,-92.0,-4.15,hold,0,25.093
2026-04-06T18:46:52Z,AMZN_20260406_1841,AMZN,,1743.0,1725.0,1715.0,1715.0,-28.0,-1.61,hold,0,25.092
2026-04-06T18:47:19Z,NVDA_20260406_1842,NVDA,,1080.0,1070.0,1075.0,1075.0,-5.0,-0.46,hold,0,25.092
2026-04-06T18:54:27Z,TSLA_20260406_1852,TSLA,,3644.0,3608.0,3595.0,3595.0,-49.0,-1.34,hold,0,25.087
2026-04-06T18:54:33Z,AMZN_20260406_1851,AMZN,,1753.0,1735.0,1735.0,1735.0,-18.0,-1.03,hold,0,25.087
2026-04-06T18:54:44Z,GOOGL_20260406_1852,GOOGL,,2136.0,2115.0,2115.0,2115.0,-21.0,-0.98,hold,0,25.087
2026-04-06T18:55:15Z,SPY_20260406_1853,SPY,,2786.0,2759.0,2759.0,2759.0,-27.0,-0.97,hold,0,32.087
2026-04-06T18:55:24Z,NVDA_20260406_1852,NVDA,,1072.0,1062.0,1069.0,1069.0,-3.0,-0.28,hold,0,25.087
2026-04-06T18:55:56Z,QQQ_20260406_1853,QQQ,,2993.0,2963.0,2963.0,2963.0,-30.0,-1.0,hold,0,32.086
2026-04-06T18:56:09Z,AAPL_20260406_1851,AAPL,,1843.0,1825.0,1825.0,1825.0,-18.0,-0.98,hold,0,32.086
2026-04-06T18:57:24Z,TSLA_20260406_1852,TSLA,,3644.0,3608.0,3595.0,3595.0,-49.0,-1.34,hold,0,25.085
2026-04-06T18:57:29Z,AMZN_20260406_1851,AMZN,,1753.0,1735.0,1718.0,1735.0,-35.0,-2.0,hold,0,25.085
2026-04-06T18:57:41Z,GOOGL_20260406_1852,GOOGL,,2136.0,2115.0,2125.0,2125.0,-11.0,-0.51,hold,0,25.085
2026-04-06T18:58:19Z,SPY_20260406_1853,SPY,,2786.0,2759.0,2759.0,2759.0,-27.0,-0.97,hold,0,32.084
2026-04-06T18:58:33Z,NVDA_20260406_1852,NVDA,,1072.0,1062.0,1071.0,1071.0,-1.0,-0.09,hold,0,25.084
2026-04-07T13:49:11Z,META_20260407_1348,META,,5485.0,5430.0,5570.0,5570.0,85.0,1.55,hold,0,24.258
2026-04-07T13:49:27Z,GOOGL_20260407_1347,GOOGL,,2480.0,2455.0,2442.0,2442.0,-38.0,-1.53,hold,0,24.257
2026-04-07T13:49:35Z,AMZN_20260407_1347,AMZN,,1682.0,1666.0,1715.0,1715.0,33.0,1.96,hold,0,24.257
2026-04-07T13:51:30Z,META_20260407_1348,META,,5485.0,5430.0,5570.0,5570.0,85.0,1.55,hold,0,24.256
2026-04-07T13:52:18Z,GOOGL_20260407_1347,GOOGL,,2480.0,2455.0,2485.0,2485.0,5.0,0.2,hold,0,24.255
2026-04-07T13:52:26Z,AMZN_20260407_1347,AMZN,,1682.0,1666.0,1708.0,1715.0,26.0,1.55,hold,0,24.255
2026-04-07T13:53:46Z,META_20260407_1348,META,,5485.0,5430.0,5570.0,5570.0,85.0,1.55,hold,0,24.254
2026-04-07T13:54:02Z,GOOGL_20260407_1347,GOOGL,,2480.0,2455.0,2460.0,2485.0,-20.0,-0.81,hold,0,24.254
2026-04-07T13:54:10Z,AMZN_20260407_1347,AMZN,,1682.0,1666.0,1730.0,1730.0,48.0,2.85,hold,0,24.254
2026-04-07T13:55:22Z,MSFT_20260407_1354,MSFT,,2971.0,2942.0,2942.0,2942.0,-29.0,-0.98,hold,0,24.253
2026-04-07T13:55:27Z,AMZN_20260407_1353,AMZN,,1745.0,1728.0,1724.0,1724.0,-21.0,-1.2,hold,0,24.253
2026-04-07T13:55:38Z,NVDA_20260407_1354,NVDA,,1060.0,1050.0,1060.0,1060.0,0.0,0.0,hold,0,24.253
2026-04-07T13:55:56Z,GOOGL_20260407_1354,GOOGL,,2202.0,2180.0,2180.0,2180.0,-22.0,-1.0,hold,0,24.253
2026-04-07T13:57:06Z,MSFT_20260407_1354,MSFT,,2971.0,2942.0,2942.0,2942.0,-29.0,-0.98,hold,0,24.252
2026-04-07T13:57:13Z,AMZN_20260407_1353,AMZN,,1745.0,1728.0,1724.0,1724.0,-21.0,-1.2,hold,0,24.252
2026-04-07T13:57:26Z,NVDA_20260407_1354,NVDA,,1060.0,1050.0,1068.0,1068.0,8.0,0.75,hold,0,24.252
2026-04-07T13:57:40Z,GOOGL_20260407_1354,GOOGL,,2202.0,2180.0,2180.0,2180.0,-22.0,-1.0,hold,0,24.252
2026-04-07T13:58:52Z,MSFT_20260407_1354,MSFT,,2971.0,2942.0,2935.0,2942.0,-36.0,-1.21,hold,0,24.251
2026-04-07T13:58:59Z,AMZN_20260407_1353,AMZN,,1745.0,1728.0,1750.0,1750.0,5.0,0.29,hold,0,24.251
2026-04-07T13:59:09Z,NVDA_20260407_1354,NVDA,,1060.0,1050.0,1070.0,1070.0,10.0,0.94,hold,0,24.251
2026-04-07T13:59:21Z,GOOGL_20260407_1354,GOOGL,,2202.0,2180.0,2180.0,2180.0,-22.0,-1.0,hold,0,24.25
2026-04-07T14:00:48Z,MSFT_20260407_1354,MSFT,,2971.0,2942.0,2943.0,2943.0,-28.0,-0.94,hold,0,24.249
2026-04-07T14:00:58Z,AMZN_20260407_1353,AMZN,,1745.0,1728.0,1750.0,1750.0,5.0,0.29,hold,0,24.249
2026-04-07T14:01:20Z,NVDA_20260407_1354,NVDA,,1060.0,1050.0,1060.0,1070.0,0.0,0.0,hold,0,24.249
2026-04-07T14:01:34Z,GOOGL_20260407_1354,GOOGL,,2202.0,2180.0,2167.0,2180.0,-35.0,-1.59,hold,0,24.249
2026-04-07T14:02:42Z,MSFT_20260407_1354,MSFT,,2971.0,2942.0,2922.0,2943.0,-49.0,-1.65,hold,0,24.248
2026-04-07T14:02:50Z,AMZN_20260407_1353,AMZN,,1745.0,1728.0,1750.0,1750.0,5.0,0.29,hold,0,24.248
2026-04-07T14:03:05Z,NVDA_20260407_1354,NVDA,,1060.0,1050.0,1068.0,1070.0,8.0,0.75,hold,0,24.248
